Price Date,Price,Currency - Unit Level
14/10/2021,3.293,SGD
13/10/2021,3.276,SGD
12/10/2021,3.255,SGD
11/10/2021,3.233,SGD
08/10/2021,3.248,SGD
07/10/2021,3.233,SGD
06/10/2021,3.210,SGD
05/10/2021,3.182,SGD
04/10/2021,3.191,SGD
01/10/2021,3.151,SGD
30/09/2021,3.173,SGD
29/09/2021,3.154,SGD
28/09/2021,3.160,SGD
27/09/2021,3.191,SGD
24/09/2021,3.195,SGD
23/09/2021,3.185,SGD
22/09/2021,3.156,SGD
21/09/2021,3.149,SGD
20/09/2021,3.139,SGD
17/09/2021,3.174,SGD
16/09/2021,3.169,SGD
15/09/2021,3.152,SGD
14/09/2021,3.154,SGD
13/09/2021,3.147,SGD
10/09/2021,3.171,SGD
09/09/2021,3.150,SGD
08/09/2021,3.169,SGD
07/09/2021,3.192,SGD
06/09/2021,3.200,SGD
03/09/2021,3.183,SGD
02/09/2021,3.172,SGD
01/09/2021,3.172,SGD
31/08/2021,3.186,SGD
30/08/2021,3.181,SGD
27/08/2021,3.138,SGD
26/08/2021,3.154,SGD
25/08/2021,3.161,SGD
24/08/2021,3.143,SGD
23/08/2021,3.119,SGD
20/08/2021,3.099,SGD
19/08/2021,3.092,SGD
18/08/2021,3.127,SGD
17/08/2021,3.111,SGD
16/08/2021,3.099,SGD
13/08/2021,3.123,SGD
12/08/2021,3.132,SGD
11/08/2021,3.131,SGD
10/08/2021,3.150,SGD
06/08/2021,3.140,SGD
05/08/2021,3.129,SGD
04/08/2021,3.139,SGD
03/08/2021,3.126,SGD
02/08/2021,3.101,SGD
30/07/2021,3.096,SGD
29/07/2021,3.109,SGD
28/07/2021,3.098,SGD
27/07/2021,3.097,SGD
26/07/2021,3.099,SGD
23/07/2021,3.107,SGD
22/07/2021,3.118,SGD
21/07/2021,3.082,SGD
19/07/2021,3.099,SGD
16/07/2021,3.130,SGD
15/07/2021,3.122,SGD
14/07/2021,3.115,SGD
13/07/2021,3.126,SGD
12/07/2021,3.112,SGD
09/07/2021,3.106,SGD
08/07/2021,3.100,SGD
07/07/2021,3.139,SGD
06/07/2021,3.164,SGD
05/07/2021,3.137,SGD
02/07/2021,3.135,SGD
01/07/2021,3.145,SGD
30/06/2021,3.138,SGD
29/06/2021,3.128,SGD
28/06/2021,3.128,SGD
25/06/2021,3.147,SGD
24/06/2021,3.152,SGD
23/06/2021,3.163,SGD
22/06/2021,3.176,SGD
21/06/2021,3.164,SGD
18/06/2021,3.187,SGD
17/06/2021,3.196,SGD
16/06/2021,3.199,SGD
15/06/2021,3.219,SGD
14/06/2021,3.223,SGD
11/06/2021,3.231,SGD
10/06/2021,3.219,SGD
09/06/2021,3.214,SGD
08/06/2021,3.198,SGD
07/06/2021,3.205,SGD
04/06/2021,3.192,SGD
03/06/2021,3.216,SGD
02/06/2021,3.206,SGD
01/06/2021,3.198,SGD
31/05/2021,3.173,SGD
28/05/2021,3.164,SGD
27/05/2021,3.158,SGD
25/05/2021,3.114,SGD
24/05/2021,3.088,SGD
21/05/2021,3.086,SGD
20/05/2021,3.086,SGD
19/05/2021,3.082,SGD
18/05/2021,3.107,SGD
17/05/2021,3.076,SGD
14/05/2021,3.079,SGD
12/05/2021,3.118,SGD
11/05/2021,3.119,SGD
10/05/2021,3.146,SGD
07/05/2021,3.098,SGD
06/05/2021,3.096,SGD
05/05/2021,3.083,SGD
04/05/2021,3.114,SGD
03/05/2021,3.106,SGD
30/04/2021,3.131,SGD
29/04/2021,3.140,SGD
28/04/2021,3.112,SGD
27/04/2021,3.106,SGD
26/04/2021,3.112,SGD
23/04/2021,3.110,SGD
22/04/2021,3.111,SGD
21/04/2021,3.101,SGD
20/04/2021,3.138,SGD
19/04/2021,3.142,SGD
16/04/2021,3.128,SGD
15/04/2021,3.107,SGD
14/04/2021,3.099,SGD
13/04/2021,3.090,SGD
12/04/2021,3.087,SGD
09/04/2021,3.121,SGD
08/04/2021,3.116,SGD
07/04/2021,3.126,SGD
06/04/2021,3.129,SGD
05/04/2021,3.121,SGD
01/04/2021,3.128,SGD
31/03/2021,3.111,SGD
30/03/2021,3.139,SGD
29/03/2021,3.156,SGD
26/03/2021,3.137,SGD
25/03/2021,3.129,SGD
24/03/2021,3.118,SGD
23/03/2021,3.120,SGD
22/03/2021,3.124,SGD
19/03/2021,3.136,SGD
18/03/2021,3.146,SGD
17/03/2021,3.126,SGD
16/03/2021,3.123,SGD
15/03/2021,3.125,SGD
12/03/2021,3.145,SGD
11/03/2021,3.155,SGD
10/03/2021,3.147,SGD
09/03/2021,3.133,SGD
08/03/2021,3.135,SGD
05/03/2021,3.147,SGD
04/03/2021,3.127,SGD
03/03/2021,3.143,SGD
02/03/2021,3.104,SGD
01/03/2021,3.108,SGD
26/02/2021,3.084,SGD
25/02/2021,3.094,SGD
24/02/2021,3.070,SGD
23/02/2021,3.075,SGD
22/02/2021,3.061,SGD
19/02/2021,3.082,SGD
18/02/2021,3.085,SGD
17/02/2021,3.100,SGD
16/02/2021,3.123,SGD
15/02/2021,3.107,SGD
11/02/2021,3.096,SGD
10/02/2021,3.102,SGD
09/02/2021,3.108,SGD
08/02/2021,3.106,SGD
05/02/2021,3.078,SGD
04/02/2021,3.065,SGD
03/02/2021,3.064,SGD
02/02/2021,3.057,SGD
01/02/2021,3.040,SGD
29/01/2021,2.998,SGD
28/01/2021,3.040,SGD
27/01/2021,3.089,SGD
26/01/2021,3.090,SGD
25/01/2021,3.124,SGD
22/01/2021,3.129,SGD
21/01/2021,3.147,SGD
20/01/2021,3.147,SGD
19/01/2021,3.120,SGD
18/01/2021,3.120,SGD
15/01/2021,3.127,SGD
14/01/2021,3.133,SGD
13/01/2021,3.127,SGD
12/01/2021,3.114,SGD
11/01/2021,3.121,SGD
08/01/2021,3.109,SGD
07/01/2021,3.059,SGD
06/01/2021,3.009,SGD
05/01/2021,3.028,SGD
04/01/2021,3.015,SGD
31/12/2020,2.975,SGD
30/12/2020,2.984,SGD
29/12/2020,2.999,SGD
28/12/2020,2.991,SGD
24/12/2020,2.989,SGD
23/12/2020,2.964,SGD
22/12/2020,2.968,SGD
21/12/2020,2.986,SGD
18/12/2020,3.022,SGD
17/12/2020,3.024,SGD
16/12/2020,3.033,SGD
15/12/2020,3.006,SGD
14/12/2020,3.008,SGD
11/12/2020,3.000,SGD
10/12/2020,2.993,SGD
09/12/2020,2.988,SGD
08/12/2020,2.983,SGD
07/12/2020,2.960,SGD
04/12/2020,2.951,SGD
03/12/2020,2.939,SGD
02/12/2020,2.922,SGD
01/12/2020,2.919,SGD
30/11/2020,2.885,SGD
27/11/2020,2.947,SGD
26/11/2020,2.946,SGD
25/11/2020,2.925,SGD
24/11/2020,2.936,SGD
23/11/2020,2.935,SGD
20/11/2020,2.895,SGD
19/11/2020,2.869,SGD
18/11/2020,2.875,SGD
17/11/2020,2.859,SGD
16/11/2020,2.845,SGD
13/11/2020,2.833,SGD
12/11/2020,2.824,SGD
11/11/2020,2.854,SGD
10/11/2020,2.829,SGD
09/11/2020,2.744,SGD
06/11/2020,2.706,SGD
05/11/2020,2.689,SGD
04/11/2020,2.595,SGD
03/11/2020,2.589,SGD
02/11/2020,2.556,SGD
30/10/2020,2.545,SGD
29/10/2020,2.555,SGD
28/10/2020,2.573,SGD
27/10/2020,2.574,SGD
26/10/2020,2.575,SGD
23/10/2020,2.584,SGD
22/10/2020,2.578,SGD
21/10/2020,2.572,SGD
20/10/2020,2.579,SGD
19/10/2020,2.585,SGD
16/10/2020,2.583,SGD
15/10/2020,2.588,SGD
14/10/2020,2.615,SGD
13/10/2020,2.621,SGD
12/10/2020,2.604,SGD
09/10/2020,2.586,SGD
08/10/2020,2.593,SGD
07/10/2020,2.576,SGD
06/10/2020,2.565,SGD
05/10/2020,2.553,SGD
02/10/2020,2.534,SGD
01/10/2020,2.543,SGD
30/09/2020,2.507,SGD
29/09/2020,2.525,SGD
28/09/2020,2.538,SGD
25/09/2020,2.535,SGD
24/09/2020,2.514,SGD
23/09/2020,2.534,SGD
22/09/2020,2.529,SGD
21/09/2020,2.549,SGD
18/09/2020,2.571,SGD
17/09/2020,2.563,SGD
16/09/2020,2.582,SGD
15/09/2020,2.580,SGD
14/09/2020,2.578,SGD
11/09/2020,2.567,SGD
10/09/2020,2.544,SGD
09/09/2020,2.598,SGD
08/09/2020,2.623,SGD
07/09/2020,2.630,SGD
04/09/2020,2.635,SGD
03/09/2020,2.648,SGD
02/09/2020,2.662,SGD
01/09/2020,2.658,SGD
31/08/2020,2.647,SGD
28/08/2020,2.666,SGD
27/08/2020,2.673,SGD
26/08/2020,2.671,SGD
25/08/2020,2.670,SGD
24/08/2020,2.672,SGD
21/08/2020,2.664,SGD
20/08/2020,2.656,SGD
19/08/2020,2.676,SGD
18/08/2020,2.688,SGD
17/08/2020,2.667,SGD
14/08/2020,2.684,SGD
13/08/2020,2.709,SGD
12/08/2020,2.692,SGD
11/08/2020,2.689,SGD
07/08/2020,2.685,SGD
06/08/2020,2.701,SGD
05/08/2020,2.682,SGD
04/08/2020,2.665,SGD
03/08/2020,2.628,SGD
30/07/2020,2.661,SGD
29/07/2020,2.678,SGD
28/07/2020,2.674,SGD
27/07/2020,2.663,SGD
24/07/2020,2.665,SGD
23/07/2020,2.705,SGD
22/07/2020,2.681,SGD
21/07/2020,2.707,SGD
20/07/2020,2.684,SGD
17/07/2020,2.689,SGD
16/07/2020,2.684,SGD
15/07/2020,2.699,SGD
14/07/2020,2.707,SGD
13/07/2020,2.712,SGD
09/07/2020,2.739,SGD
08/07/2020,2.743,SGD
07/07/2020,2.732,SGD
06/07/2020,2.743,SGD
03/07/2020,2.721,SGD
02/07/2020,2.719,SGD
01/07/2020,2.688,SGD
30/06/2020,2.669,SGD
29/06/2020,2.648,SGD
26/06/2020,2.659,SGD
25/06/2020,2.653,SGD
24/06/2020,2.682,SGD
23/06/2020,2.683,SGD
22/06/2020,2.682,SGD
19/06/2020,2.699,SGD
18/06/2020,2.699,SGD
17/06/2020,2.716,SGD
16/06/2020,2.717,SGD
15/06/2020,2.645,SGD
12/06/2020,2.719,SGD
11/06/2020,2.732,SGD
10/06/2020,2.783,SGD
09/06/2020,2.785,SGD
08/06/2020,2.802,SGD
05/06/2020,2.769,SGD
04/06/2020,2.728,SGD
03/06/2020,2.701,SGD
02/06/2020,2.628,SGD
01/06/2020,2.581,SGD
29/05/2020,2.552,SGD
28/05/2020,2.521,SGD
27/05/2020,2.511,SGD
26/05/2020,2.488,SGD
22/05/2020,2.464,SGD
21/05/2020,2.485,SGD
20/05/2020,2.479,SGD
19/05/2020,2.476,SGD
18/05/2020,2.431,SGD
15/05/2020,2.430,SGD
14/05/2020,2.441,SGD
13/05/2020,2.469,SGD
12/05/2020,2.476,SGD
11/05/2020,2.488,SGD
08/05/2020,2.451,SGD
06/05/2020,2.456,SGD
05/05/2020,2.455,SGD
04/05/2020,2.448,SGD
30/04/2020,2.488,SGD
29/04/2020,2.414,SGD
28/04/2020,2.389,SGD
27/04/2020,2.380,SGD
24/04/2020,2.367,SGD
23/04/2020,2.399,SGD
22/04/2020,2.407,SGD
21/04/2020,2.397,SGD
20/04/2020,2.439,SGD
17/04/2020,2.426,SGD
16/04/2020,2.363,SGD
15/04/2020,2.412,SGD
14/04/2020,2.419,SGD
13/04/2020,2.372,SGD
09/04/2020,2.355,SGD
08/04/2020,2.334,SGD
07/04/2020,2.372,SGD
06/04/2020,2.291,SGD
03/04/2020,2.247,SGD
02/04/2020,2.259,SGD
01/04/2020,2.242,SGD
31/03/2020,2.278,SGD
30/03/2020,2.230,SGD
27/03/2020,2.307,SGD
26/03/2020,2.266,SGD
25/03/2020,2.215,SGD
24/03/2020,2.126,SGD
23/03/2020,2.080,SGD
20/03/2020,2.239,SGD
19/03/2020,2.130,SGD
18/03/2020,2.258,SGD
17/03/2020,2.264,SGD
16/03/2020,2.329,SGD
13/03/2020,2.496,SGD
12/03/2020,2.522,SGD
11/03/2020,2.680,SGD
10/03/2020,2.708,SGD
09/03/2020,2.654,SGD
06/03/2020,2.849,SGD
05/03/2020,2.923,SGD
04/03/2020,2.923,SGD
03/03/2020,2.886,SGD
02/03/2020,2.848,SGD
28/02/2020,2.869,SGD
27/02/2020,2.961,SGD
26/02/2020,2.961,SGD
25/02/2020,3.034,SGD
24/02/2020,3.024,SGD
21/02/2020,3.110,SGD
20/02/2020,3.135,SGD
19/02/2020,3.152,SGD
18/02/2020,3.139,SGD
17/02/2020,3.152,SGD
14/02/2020,3.155,SGD
13/02/2020,3.154,SGD
12/02/2020,3.167,SGD
11/02/2020,3.155,SGD
10/02/2020,3.158,SGD
07/02/2020,3.179,SGD
06/02/2020,3.190,SGD
05/02/2020,3.165,SGD
04/02/2020,3.110,SGD
03/02/2020,3.062,SGD
31/01/2020,3.093,SGD
30/01/2020,3.131,SGD
29/01/2020,3.145,SGD
28/01/2020,3.143,SGD
24/01/2020,3.216,SGD
23/01/2020,3.213,SGD
22/01/2020,3.207,SGD
21/01/2020,3.210,SGD
20/01/2020,3.231,SGD
17/01/2020,3.259,SGD
16/01/2020,3.249,SGD
15/01/2020,3.230,SGD
14/01/2020,3.252,SGD
13/01/2020,3.247,SGD
10/01/2020,3.242,SGD
09/01/2020,3.243,SGD
08/01/2020,3.219,SGD
07/01/2020,3.256,SGD
06/01/2020,3.228,SGD
03/01/2020,3.259,SGD
02/01/2020,3.260,SGD
31/12/2019,3.250,SGD
30/12/2019,3.258,SGD
27/12/2019,3.257,SGD
26/12/2019,3.259,SGD
24/12/2019,3.251,SGD
23/12/2019,3.258,SGD
20/12/2019,3.244,SGD
19/12/2019,3.236,SGD
18/12/2019,3.242,SGD
17/12/2019,3.214,SGD
16/12/2019,3.207,SGD
13/12/2019,3.233,SGD
12/12/2019,3.201,SGD
11/12/2019,3.196,SGD
10/12/2019,3.196,SGD
09/12/2019,3.205,SGD
06/12/2019,3.217,SGD
05/12/2019,3.208,SGD
04/12/2019,3.195,SGD
03/12/2019,3.215,SGD
02/12/2019,3.225,SGD
29/11/2019,3.217,SGD
28/11/2019,3.220,SGD
27/11/2019,3.242,SGD
26/11/2019,3.229,SGD
25/11/2019,3.248,SGD
22/11/2019,3.251,SGD
21/11/2019,3.238,SGD
20/11/2019,3.259,SGD
19/11/2019,3.268,SGD
18/11/2019,3.269,SGD
15/11/2019,3.261,SGD
14/11/2019,3.265,SGD
13/11/2019,3.272,SGD
12/11/2019,3.293,SGD
11/11/2019,3.279,SGD
08/11/2019,3.305,SGD
07/11/2019,3.309,SGD
06/11/2019,3.294,SGD
05/11/2019,3.320,SGD
04/11/2019,3.284,SGD
01/11/2019,3.258,SGD
31/10/2019,3.275,SGD
30/10/2019,3.270,SGD
29/10/2019,3.250,SGD
25/10/2019,3.229,SGD
24/10/2019,3.250,SGD
23/10/2019,3.240,SGD
22/10/2019,3.239,SGD
21/10/2019,3.221,SGD
18/10/2019,3.216,SGD
17/10/2019,3.222,SGD
16/10/2019,3.229,SGD
15/10/2019,3.208,SGD
14/10/2019,3.207,SGD
11/10/2019,3.201,SGD
10/10/2019,3.176,SGD
09/10/2019,3.181,SGD
08/10/2019,3.192,SGD
07/10/2019,3.173,SGD
04/10/2019,3.170,SGD
03/10/2019,3.155,SGD
02/10/2019,3.171,SGD
01/10/2019,3.214,SGD
30/09/2019,3.220,SGD
27/09/2019,3.221,SGD
26/09/2019,3.228,SGD
25/09/2019,3.204,SGD
24/09/2019,3.215,SGD
23/09/2019,3.223,SGD
20/09/2019,3.239,SGD
19/09/2019,3.243,SGD
18/09/2019,3.247,SGD
17/09/2019,3.250,SGD
16/09/2019,3.263,SGD
13/09/2019,3.283,SGD
12/09/2019,3.273,SGD
11/09/2019,3.284,SGD
10/09/2019,3.264,SGD
09/09/2019,3.263,SGD
06/09/2019,3.256,SGD
05/09/2019,3.260,SGD
04/09/2019,3.241,SGD
03/09/2019,3.221,SGD
02/09/2019,3.251,SGD
30/08/2019,3.266,SGD
29/08/2019,3.231,SGD
28/08/2019,3.207,SGD
27/08/2019,3.209,SGD
26/08/2019,3.220,SGD
23/08/2019,3.245,SGD
22/08/2019,3.235,SGD
21/08/2019,3.231,SGD
20/08/2019,3.241,SGD
19/08/2019,3.244,SGD
16/08/2019,3.228,SGD
15/08/2019,3.228,SGD
14/08/2019,3.250,SGD
13/08/2019,3.218,SGD
08/08/2019,3.273,SGD
07/08/2019,3.264,SGD
06/08/2019,3.238,SGD
05/08/2019,3.262,SGD
02/08/2019,3.324,SGD
01/08/2019,3.336,SGD
31/07/2019,3.347,SGD
30/07/2019,3.363,SGD
29/07/2019,3.358,SGD
26/07/2019,3.365,SGD
25/07/2019,3.389,SGD
24/07/2019,3.369,SGD
23/07/2019,3.377,SGD
22/07/2019,3.370,SGD
19/07/2019,3.382,SGD
18/07/2019,3.364,SGD
17/07/2019,3.367,SGD
16/07/2019,3.372,SGD
15/07/2019,3.374,SGD
12/07/2019,3.361,SGD
11/07/2019,3.367,SGD
10/07/2019,3.343,SGD
09/07/2019,3.336,SGD
08/07/2019,3.331,SGD
05/07/2019,3.358,SGD
04/07/2019,3.345,SGD
03/07/2019,3.359,SGD
02/07/2019,3.359,SGD
01/07/2019,3.359,SGD
28/06/2019,3.321,SGD
27/06/2019,3.311,SGD
26/06/2019,3.288,SGD
25/06/2019,3.298,SGD
24/06/2019,3.300,SGD
21/06/2019,3.309,SGD
20/06/2019,3.303,SGD
19/06/2019,3.286,SGD
18/06/2019,3.231,SGD
17/06/2019,3.210,SGD
14/06/2019,3.227,SGD
13/06/2019,3.226,SGD
12/06/2019,3.227,SGD
11/06/2019,3.226,SGD
10/06/2019,3.220,SGD
07/06/2019,3.181,SGD
06/06/2019,3.181,SGD
04/06/2019,3.184,SGD
03/06/2019,3.166,SGD
31/05/2019,3.170,SGD
30/05/2019,3.151,SGD
29/05/2019,3.153,SGD
28/05/2019,3.148,SGD
27/05/2019,3.153,SGD
24/05/2019,3.134,SGD
23/05/2019,3.128,SGD
22/05/2019,3.126,SGD
21/05/2019,3.117,SGD
17/05/2019,3.105,SGD
16/05/2019,3.119,SGD
15/05/2019,3.136,SGD
14/05/2019,3.152,SGD
13/05/2019,3.166,SGD
10/05/2019,3.188,SGD
09/05/2019,3.183,SGD
08/05/2019,3.217,SGD
07/05/2019,3.242,SGD
06/05/2019,3.222,SGD
03/05/2019,3.267,SGD
02/05/2019,3.273,SGD
30/04/2019,3.279,SGD
29/04/2019,3.277,SGD
26/04/2019,3.255,SGD
25/04/2019,3.252,SGD
24/04/2019,3.264,SGD
23/04/2019,3.256,SGD
22/04/2019,3.247,SGD
18/04/2019,3.258,SGD
17/04/2019,3.243,SGD
16/04/2019,3.236,SGD
15/04/2019,3.232,SGD
12/04/2019,3.229,SGD
11/04/2019,3.231,SGD
10/04/2019,3.250,SGD
09/04/2019,3.240,SGD
08/04/2019,3.224,SGD
05/04/2019,3.231,SGD
04/04/2019,3.226,SGD
03/04/2019,3.228,SGD
02/04/2019,3.215,SGD
01/04/2019,3.193,SGD
29/03/2019,3.192,SGD
28/03/2019,3.174,SGD
27/03/2019,3.166,SGD
26/03/2019,3.174,SGD
25/03/2019,3.156,SGD
22/03/2019,3.200,SGD
21/03/2019,3.186,SGD
20/03/2019,3.176,SGD
19/03/2019,3.180,SGD
18/03/2019,3.178,SGD
15/03/2019,3.161,SGD
14/03/2019,3.158,SGD
13/03/2019,3.150,SGD
12/03/2019,3.155,SGD
11/03/2019,3.147,SGD
08/03/2019,3.152,SGD
07/03/2019,3.186,SGD
06/03/2019,3.175,SGD
05/03/2019,3.173,SGD
04/03/2019,3.180,SGD
01/03/2019,3.175,SGD
28/02/2019,3.180,SGD
27/02/2019,3.208,SGD
26/02/2019,3.228,SGD
25/02/2019,3.231,SGD
22/02/2019,3.214,SGD
21/02/2019,3.227,SGD
20/02/2019,3.221,SGD
19/02/2019,3.195,SGD
18/02/2019,3.204,SGD
15/02/2019,3.177,SGD
14/02/2019,3.197,SGD
13/02/2019,3.201,SGD
12/02/2019,3.186,SGD
11/02/2019,3.201,SGD
08/02/2019,3.203,SGD
07/02/2019,3.218,SGD
04/02/2019,3.194,SGD
01/02/2019,3.205,SGD
31/01/2019,3.176,SGD
30/01/2019,3.153,SGD
29/01/2019,3.155,SGD
28/01/2019,3.163,SGD
25/01/2019,3.170,SGD
24/01/2019,3.162,SGD
23/01/2019,3.152,SGD
22/01/2019,3.166,SGD
21/01/2019,3.171,SGD
18/01/2019,3.173,SGD
17/01/2019,3.155,SGD
16/01/2019,3.145,SGD
15/01/2019,3.143,SGD
14/01/2019,3.124,SGD
11/01/2019,3.150,SGD
10/01/2019,3.137,SGD
09/01/2019,3.117,SGD
08/01/2019,3.099,SGD
07/01/2019,3.100,SGD
04/01/2019,3.063,SGD
03/01/2019,3.027,SGD
02/01/2019,3.026,SGD
31/12/2018,3.031,SGD
28/12/2018,3.021,SGD
27/12/2018,3.016,SGD
26/12/2018,2.997,SGD
24/12/2018,3.035,SGD
21/12/2018,3.029,SGD
20/12/2018,3.032,SGD
19/12/2018,3.043,SGD
18/12/2018,3.005,SGD
17/12/2018,3.032,SGD
14/12/2018,3.042,SGD
13/12/2018,3.062,SGD
12/12/2018,3.050,SGD
11/12/2018,3.037,SGD
10/12/2018,3.058,SGD
07/12/2018,3.082,SGD
06/12/2018,3.086,SGD
05/12/2018,3.126,SGD
04/12/2018,3.141,SGD
03/12/2018,3.141,SGD
30/11/2018,3.087,SGD
29/11/2018,3.088,SGD
28/11/2018,3.067,SGD
27/11/2018,3.069,SGD
26/11/2018,3.075,SGD
23/11/2018,3.048,SGD
22/11/2018,3.028,SGD
21/11/2018,3.026,SGD
20/11/2018,3.044,SGD
19/11/2018,3.064,SGD
16/11/2018,3.056,SGD
15/11/2018,3.034,SGD
14/11/2018,3.021,SGD
13/11/2018,3.021,SGD
12/11/2018,3.023,SGD
09/11/2018,3.064,SGD
08/11/2018,3.089,SGD
07/11/2018,3.068,SGD
05/11/2018,3.050,SGD
02/11/2018,3.088,SGD
01/11/2018,3.045,SGD
31/10/2018,3.036,SGD
30/10/2018,2.977,SGD
29/10/2018,2.978,SGD
26/10/2018,2.982,SGD
25/10/2018,2.997,SGD
24/10/2018,2.995,SGD
23/10/2018,3.030,SGD
22/10/2018,3.061,SGD
19/10/2018,3.057,SGD
18/10/2018,3.074,SGD
17/10/2018,3.086,SGD
16/10/2018,3.057,SGD
15/10/2018,3.048,SGD
12/10/2018,3.056,SGD
11/10/2018,3.025,SGD
10/10/2018,3.100,SGD
09/10/2018,3.115,SGD
08/10/2018,3.112,SGD
05/10/2018,3.137,SGD
04/10/2018,3.152,SGD
03/10/2018,3.194,SGD
02/10/2018,3.176,SGD
01/10/2018,3.205,SGD
28/09/2018,3.199,SGD
27/09/2018,3.181,SGD
26/09/2018,3.168,SGD
25/09/2018,3.170,SGD
24/09/2018,3.173,SGD
21/09/2018,3.189,SGD
20/09/2018,3.162,SGD
19/09/2018,3.154,SGD
18/09/2018,3.135,SGD
17/09/2018,3.135,SGD
14/09/2018,3.165,SGD
13/09/2018,3.138,SGD
12/09/2018,3.103,SGD
11/09/2018,3.116,SGD
10/09/2018,3.134,SGD
07/09/2018,3.147,SGD
06/09/2018,3.140,SGD
05/09/2018,3.136,SGD
04/09/2018,3.203,SGD
03/09/2018,3.213,SGD
31/08/2018,3.233,SGD
30/08/2018,3.241,SGD
29/08/2018,3.247,SGD
28/08/2018,3.247,SGD
27/08/2018,3.233,SGD
24/08/2018,3.213,SGD
23/08/2018,3.246,SGD
21/08/2018,3.197,SGD
20/08/2018,3.195,SGD
17/08/2018,3.173,SGD
16/08/2018,3.163,SGD
15/08/2018,3.185,SGD
14/08/2018,3.181,SGD
13/08/2018,3.202,SGD
10/08/2018,3.254,SGD
08/08/2018,3.271,SGD
07/08/2018,3.255,SGD
06/08/2018,3.240,SGD
03/08/2018,3.220,SGD
02/08/2018,3.231,SGD
01/08/2018,3.256,SGD
31/07/2018,3.218,SGD
30/07/2018,3.226,SGD
27/07/2018,3.225,SGD
26/07/2018,3.220,SGD
25/07/2018,3.205,SGD
24/07/2018,3.173,SGD
23/07/2018,3.172,SGD
20/07/2018,3.161,SGD
19/07/2018,3.145,SGD
18/07/2018,3.130,SGD
17/07/2018,3.110,SGD
16/07/2018,3.118,SGD
13/07/2018,3.144,SGD
12/07/2018,3.130,SGD
11/07/2018,3.113,SGD
10/07/2018,3.124,SGD
09/07/2018,3.094,SGD
06/07/2018,3.053,SGD
05/07/2018,3.106,SGD
04/07/2018,3.122,SGD
03/07/2018,3.093,SGD
02/07/2018,3.110,SGD
29/06/2018,3.112,SGD
28/06/2018,3.079,SGD
27/06/2018,3.105,SGD
26/06/2018,3.119,SGD
25/06/2018,3.119,SGD
22/06/2018,3.146,SGD
21/06/2018,3.142,SGD
20/06/2018,3.190,SGD
19/06/2018,3.199,SGD
18/06/2018,3.225,SGD
14/06/2018,3.256,SGD
13/06/2018,3.272,SGD
12/06/2018,3.302,SGD
11/06/2018,3.307,SGD
08/06/2018,3.310,SGD
07/06/2018,3.361,SGD
06/06/2018,3.343,SGD
05/06/2018,3.346,SGD
04/06/2018,3.319,SGD
01/06/2018,3.294,SGD
31/05/2018,3.284,SGD
30/05/2018,3.280,SGD
29/05/2018,3.359,SGD
25/05/2018,3.351,SGD
24/05/2018,3.333,SGD
23/05/2018,3.326,SGD
22/05/2018,3.359,SGD
21/05/2018,3.364,SGD
18/05/2018,3.367,SGD
17/05/2018,3.386,SGD
16/05/2018,3.394,SGD
15/05/2018,3.414,SGD
14/05/2018,3.421,SGD
11/05/2018,3.435,SGD
10/05/2018,3.394,SGD
09/05/2018,3.395,SGD
08/05/2018,3.382,SGD
07/05/2018,3.388,SGD
04/05/2018,3.383,SGD
03/05/2018,3.418,SGD
02/05/2018,3.454,SGD
30/04/2018,3.442,SGD
27/04/2018,3.408,SGD
26/04/2018,3.385,SGD
25/04/2018,3.403,SGD
24/04/2018,3.440,SGD
23/04/2018,3.452,SGD
20/04/2018,3.458,SGD
19/04/2018,3.457,SGD
18/04/2018,3.434,SGD
17/04/2018,3.397,SGD
16/04/2018,3.409,SGD
13/04/2018,3.411,SGD
12/04/2018,3.413,SGD
11/04/2018,3.415,SGD
10/04/2018,3.395,SGD
09/04/2018,3.373,SGD
06/04/2018,3.357,SGD
05/04/2018,3.353,SGD
04/04/2018,3.301,SGD
03/04/2018,3.372,SGD
02/04/2018,3.388,SGD
29/03/2018,3.362,SGD
28/03/2018,3.352,SGD
27/03/2018,3.388,SGD
26/03/2018,3.379,SGD
23/03/2018,3.380,SGD
22/03/2018,3.425,SGD
21/03/2018,3.431,SGD
20/03/2018,3.436,SGD
19/03/2018,3.441,SGD
16/03/2018,3.454,SGD
15/03/2018,3.444,SGD
14/03/2018,3.474,SGD
13/03/2018,3.482,SGD
12/03/2018,3.486,SGD
09/03/2018,3.439,SGD
08/03/2018,3.442,SGD
07/03/2018,3.415,SGD
06/03/2018,3.452,SGD
05/03/2018,3.445,SGD
02/03/2018,3.477,SGD
01/03/2018,3.512,SGD
28/02/2018,3.498,SGD
27/02/2018,3.529,SGD
26/02/2018,3.514,SGD
23/02/2018,3.504,SGD
22/02/2018,3.471,SGD
21/02/2018,3.504,SGD
20/02/2018,3.491,SGD
19/02/2018,3.499,SGD
15/02/2018,3.450,SGD
14/02/2018,3.423,SGD
13/02/2018,3.424,SGD
12/02/2018,3.404,SGD
09/02/2018,3.404,SGD
08/02/2018,3.433,SGD
07/02/2018,3.418,SGD
06/02/2018,3.408,SGD
05/02/2018,3.458,SGD
02/02/2018,3.509,SGD
01/02/2018,3.493,SGD
31/01/2018,3.485,SGD
30/01/2018,3.490,SGD
29/01/2018,3.533,SGD
